;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
Somalia;0,0305984661041;0,0312674642224;0,0369895900581;0,0349551978647;0,0451935981038;0,0430068433305;0,0443178073966;0,0704483235701;0,0465142968629;0,0476597544643;0,0627943763025;0,0537781000975;0,0672401616482;0,0748679933544;0,0905538428106;0,129447262336;0,112774190095;0,168149126163;0,105384540775;0,0846873246754;0,133680323208;0,0439918230634;0,114602191679;0,150828164914;0,116969658702;0,14140044575;0,15191946107;0,161878490748;0,162195803955;0,152270097826;0,00290036644117;0,000580264579761;0,00174785037918;0,00175475703291;0,00175205541216;0,00173341274793;-;-;-;-;0,0700091910869;0,0660220139527;0,0749713388477;0,0739084012279;0,0720068509382;0,0701616097815;0,0683789706125;0,0683124428856;0,0657955097334;0,0637171199978;0,0635510591186;0,0581070484844;-;-;-
South Sudan;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sao Tome and Principe;0,171208466267;0,170428666594;0,170746092598;0,11427057852;0,171331121805;0,169776378536;0,166537989918;0,162079735981;0,20942318675;0,203045404208;0,197546160994;0,144765238446;0,141869672311;0,185581618968;0,227258642274;0,221954555909;0,345641774866;0,335625293169;0,366463834418;0,356319233012;0,424810169242;0,453691579631;0,482490232991;0,547231756454;0,501715123381;0,527014208928;0,481215552473;0,470080852661;0,426037142295;0,415806780814;0,406073512501;0,396749171896;0,387792953656;0,379461584997;0,372037304406;0,365636840571;0,360262388247;0,355676756523;0,351426465168;0,346960610207;0,341904065181;0,362088543761;0,406183582906;0,447634871656;0,486204107609;0,498056462827;0,531094543027;0,516194381541;0,501274865827;0,529179173401;0,555518773706;0,56052888736;-;-;-
Swaziland;0,0945013787357;0,0102567114751;-;-;0,0287551460498;0,205980202166;0,502585379833;0,55253014742;0,659991569295;0,70176316378;0,822484994752;0,871349873669;0,807406576237;0,761044762625;0,621406470546;0,652415393541;0,625763224219;0,619904205331;0,775318909014;0,764304201867;0,771842624711;0,702338913979;0,682544151483;0,412087544951;0,490548369504;0,623734925414;0,623817689408;0,568625662449;0,544547326387;0,523362681356;0,493054589627;0,367837402846;0,290792303956;0,142527077683;0,512637374857;0,471968844584;0,346398092038;1,19469982915;1,17992036505;1,1825071006;1,11694203805;1,06451946061;1,04027599768;0,95725732102;0,941237241473;0,922856454851;0,90834453384;0,936961718167;0,950173710861;0,890444397867;0,869767204069;0,865201677338;-;-;-
Seychelles;-;-;-;0,162342836905;0,158326497129;0,1544;0,150598574919;0,14694155597;0,143427073963;0,140055380502;0,547313432836;0,601860125832;0,784832703146;0,832186998115;0,940803201861;0,984429530201;1,32897337902;1,3660231285;1,2280447159;1,90286819511;1,48046583851;1,52022171723;1,28216783217;1,49184082451;1,47991091447;2,23066765579;2,43108858671;2,95068176498;2,87616198001;3,38225629792;1,62395714286;2,02124231503;2,30284550009;2,2190315083;2,52982076429;2,48349357272;2,54329534004;5,26438520933;5,48798924486;6,29332172615;6,8701729302;7,81250461811;6,44025089606;6,64311594203;8,93414545455;8,31599517491;8,66903073286;7,54677595757;7,97027232163;8,48511993402;7,67958115183;6,835706362;-;-;-
Chad;0,0183191478307;0,0167693258984;0,0270119656401;0,0287853930026;0,0304849624269;0,0321188575626;0,0250005706133;0,0341490827003;0,0356143793221;0,0451983415211;0,0342060478294;0,0403358282934;0,0317090266869;0,0412789759105;0,0375820052718;0,044841371356;0,0439364573628;0,0465403235246;0,0448188644593;0,0456154770327;0,0463173518279;0,0453313299719;0,0435438195838;0,0425172448348;0,0436666653884;0,0352886371032;0,0356716348732;0,0366220048281;0,0118241966278;0,0178113742233;0,0246455811521;0,0113426686407;0,0138837224051;0,0151333933213;0,0151987849972;0,0147092889742;0,0147364564298;0,0152313700542;0,014716772333;0,0151208955655;0,0212038065565;0,0199919567721;0,0188261917124;0,0409578365231;0,0390791580031;0,0399127737192;0,0393013416664;0,0432042441787;0,0462088831207;0,0432120267427;0,0441136985667;0,0446231249126;-;-;-
Togo;0,0417623898063;0,0573855356526;0,0545698734714;0,065170616076;0,0794261620435;0,0772618094476;0,101285266475;0,10672264605;0,0998832859402;0,118935048201;0,130003436506;0,144286785554;0,177837447026;0,175123570286;0,16027213517;0,12931009448;0,130939893908;0,183453957242;0,138056345933;0,523093414579;0,264158321811;0,222989198987;0,251586739108;0,180544412532;0,193842174801;0,169090330603;0,210412729219;0,220696874145;0,221261337565;0,226899718898;0,204281495257;0,216942286937;0,209786609203;0,211984944232;0,199070377218;0,222527872;0,241284219648;0,218996285986;0,252365112721;0,3240838275;0,278902135422;0,232849881566;0,240474315891;0,278217387634;0,258830227066;0,241589043311;0,214763328934;0,241960915239;0,289073336394;0,273930308244;0,272727431306;0,3240768666;-;-;-
Tanzania;0,0822614345739;0,0678728163617;0,0717360438419;0,0729702109611;0,0912016569323;0,0994994125161;0,113925465958;0,141886986648;0,129337498973;0,136269623696;0,129918593137;0,175457231381;0,149410969601;0,212681906424;0,149049378011;0,142978558232;0,1692106492;0,118303481314;0,125532255563;0,11439129386;0,100864631348;0,110111468003;0,108915137491;0,108048931538;0,111825717287;0,107912899917;0,102062246807;0,102973334556;0,0956082250864;0,0894252892281;0,0930965790058;0,0924498136737;0,0867065434004;0,0936380953193;0,0841456283588;0,118664412348;0,11246254238;0,0912511378841;0,0789385605491;0,0764715935311;0,077930661361;0,0896379230293;0,100260938678;0,103543524356;0,11554915765;0,141770877807;0,150931240971;0,145450429311;0,149697181763;0,141840769398;0,152311514402;0,157503158208;-;-;-
Uganda;0,0621231426071;0,0580931286643;0,0592582617361;0,0577911299659;0,0634348719711;0,0782415249796;0,0884386857871;0,094445908333;0,110759403081;0,128465946086;0,15295303082;0,148258588032;0,138405883361;0,115123862764;0,113486085769;0,104654368572;0,088879955819;0,0703309356733;0,0592645963174;0,0554031559849;0,0499655810672;0,0408367240974;0,0410062299287;0,0448428365058;0,0411132570798;0,0422687858068;0,0463788248266;0,0489362854101;0,0530263411774;0,047455516418;0,0457987096431;0,0456453879537;0,0446946633143;0,0428404143371;0,0379826814717;0,0479133179813;0,052073243016;0,0519717266301;0,0592374575903;0,0599004585712;0,0631417312523;0,0646050648929;0,0643124017358;0,0636707187172;0,0666919700972;0,0795318161416;0,0893565523021;0,101792337969;0,0994673838996;0,102765131848;0,105627754768;0,108085953184;-;-;-
South Africa;5,62971769372;5,69438297418;5,72971171068;5,79984419209;6,17093647763;6,46735876361;6,33275307602;6,46564779364;6,52767167877;6,62952204282;6,78063779599;7,45799226479;7,42556259382;7,33573367803;7,30615638295;7,48955981074;7,64265088613;7,74834542536;7,6682574398;8,12555513863;8,28452639977;9,10888471298;9,69041651101;9,8314669854;10,3571539442;10,3556720544;10,300180192;9,99072154834;10,1710780006;9,88989786738;9,08509667614;9,25661376133;8,38965516612;8,56877488472;8,81787528704;9,03523678425;8,9659429853;9,07313645097;8,88357162511;8,64408828873;8,37751152273;8,07716373228;7,63368838927;8,25569319647;9,09041817899;8,27512391863;8,8024750697;9,06332552938;9,50648116331;9,5454947879;8,95715352365;9,25721647224;-;-;-
Zambia;-;-;-;-;0,943981055291;1,09373788647;0,948428248333;1,25851375832;1,16377027293;1,05402032843;0,899444873129;0,875022673597;0,907226372746;0,989835986898;0,87569455833;0,822251143563;0,784573636825;0,70590549934;0,63437615707;0,636765436125;0,603929442963;0,557430396669;0,564574381687;0,508299625026;0,424907331509;0,402714117588;0,410407573235;0,37308249486;0,422027567932;0,340473427767;0,311796036875;0,300632253146;0,298547417334;0,296910456986;0,280589699561;0,245535687019;0,206117700584;0,256530168328;0,241595521496;0,183737992774;0,180427920813;0,184019956501;0,185327115918;0,192866798433;0,190329003593;0,19853553899;0,188927372587;0,158070525747;0,173392069876;0,193857309195;0,202258154942;0,223509065267;-;-;-
Zimbabwe;-;-;-;-;1,04537406775;1,17917726959;1,3236566114;1,12296123709;1,30982852456;1,34045341873;1,56785705025;1,62332322191;1,4758056384;1,60898661087;1,51772196844;1,34847071423;1,70522122403;1,41315021998;1,36766696636;1,34401167729;1,32209970848;1,24604203124;1,11870514192;1,27618104632;1,16358968442;1,15841417211;1,4278897646;1,5996373328;1,63402038421;1,59196556993;1,48197276525;1,47424152021;1,53909407721;1,44576097232;1,54397905965;1,29990281256;1,26576260055;1,19607061806;1,16551199967;1,27851877559;1,11062983839;0,998123345931;0,943951556698;0,838544908851;0,777136490553;0,842995867461;0,805487025306;0,763900767337;0,600934008269;0,639289426777;0,69038534744;0,738135817919;-;-;-
